Timestamp,Dst,Kp,Longitude,Radius,F_res_IGRF,Spacecraft,Latitude,F_res_CHAOS,B_NEC_res_IGRF_N,B_NEC_res_IGRF_E,B_NEC_res_IGRF_C,B_NEC_res_CHAOS_N,B_NEC_res_CHAOS_E,B_NEC_res_CHAOS_C
2023-04-23 00:00:00,-11.5,2.333,-108.5438693,6844457.13,10.367086543643381,A,-76.90933609999999,-4.749845967489819,1.0194900051574223,-148.18002157232695,-51.1691096121649,3.1909859389288613,-137.5757241218671,-31.782442384879687
2023-04-23 00:01:00,-11.583346668855796,2.333,-106.0986233,6844409.850000001,18.880676707907696,A,-73.1451701,6.783955545768549,-15.374301037034456,-35.060036977658456,-33.73407959139149,-14.211553560882749,-25.898910095254905,-17.961877782341617
2023-04-23 00:02:00,-11.666693337493278,2.333,-104.6175495,6844345.62,9.122946211129602,A,-69.3581189,4.365792207128834,-10.71538512351799,-29.867548367728887,-21.28508163250808,-6.85347850999824,-23.189000290869444,-13.05263943567843
2023-04-23 00:03:00,-11.750040006349074,2.333,-103.65474689999999,6844263.04,0.6532203246388235,A,-65.5586459,-0.4672322620099294,-14.272109861743957,-25.65896348406568,-12.822064760621288,-5.390440828876308,-20.84690279210554,-6.9429323873337125
2023-04-23 00:04:00,-11.83338667520487,2.333,-103.001587,6844160.48,-5.850483702903148,A,-61.7515862,-3.4749507679007365,-18.150781119000385,-22.31148505630881,-7.01856621380648,-6.386309597792206,-18.777708400577467,-3.670974268592545
2023-04-23 00:05:00,-11.916733344060667,2.333,-102.5477238,6844036.100000001,-11.201226923520153,A,-57.9394644,-5.370397697202861,-23.276485402129765,-18.760212627459623,-3.256964842144953,-7.775127999628239,-16.616783989235046,-1.8380633189808577
2023-04-23 00:06:00,-12.000080012698149,2.333,-102.22938099999999,6843887.9,-14.794670636161754,A,-54.1237175,-6.680873713128676,-25.676859852821508,-15.753779604151532,-0.6484497527490021,-8.519741099755265,-14.386983694789706,-0.4528171924757771
2023-04-23 00:07:00,-12.083426681553945,2.333,-102.007131,6843713.88,-18.794516407469928,A,-50.305217,-7.772343891112541,-27.823545824088797,-13.41021692866434,2.318344433871971,-9.847524467862968,-12.555810201778513,0.2250143856545037
2023-04-23 00:08:00,-12.166773350409741,2.333,-101.8552706,6843512.0200000005,-24.034905629574496,A,-46.484518699999995,-9.163224826916121,-29.128424829372307,-12.078562778599007,7.02371098182266,-10.043156070974874,-12.013463623823554,1.5592967223165033
2023-04-23 00:09:00,-12.250120019265538,2.333,-101.7563033,6843280.390000001,-29.36578202444798,A,-42.6619908,-10.180280960223172,-30.504387263234094,-10.963913894626785,11.882968956560944,-9.54816236921397,-12.310088331184488,2.7561357404883893
2023-04-23 00:10:00,-12.33346668790302,2.333,-101.6978803,6843017.15,-34.68117784332935,A,-38.8378862,-11.17206347258616,-32.289564363771206,-8.926772553629235,16.827044136924087,-8.978315412066877,-12.265874892381362,4.200320664069295
2023-04-23 00:11:00,-12.416813356758816,2.333,-101.67100889999999,6842720.640000001,-39.71003396435481,A,-35.012383899999996,-12.273536917560705,-36.52300472179195,-7.227448331558662,19.245606334388867,-10.68077238190017,-12.612753426537893,3.778217023162142
2023-04-23 00:12:00,-12.500160025614612,2.333,-101.6689559,6842389.43,-44.011651540240564,A,-31.185615,-13.799506377694343,-37.490305211089435,-2.0913455311529106,25.242343598391017,-10.381399434223567,-9.868188148458103,7.005518376075997
2023-04-23 00:13:00,-12.583506694470408,2.333,-101.68654939999999,6842022.3100000005,-50.928126492020965,A,-27.3576786,-17.56884439703572,-40.75662167956034,1.2059300908067598,33.480414511121126,-12.574294496069342,-9.120645945521574,10.799437516014223
2023-04-23 00:14:00,-12.66685336310789,2.333,-101.7197187,6841618.41,-56.35706873629533,A,-23.5286534,-19.27208196488573,-45.866875066712964,4.20863913582798,37.976015511329024,-15.554034688946558,-8.38767057275436,9.791360495986737
