Timestamp,Radius,Kp,Latitude,Longitude,F_res_CHAOS,Dst,F_res_IGRF,Spacecraft,B_NEC_res_IGRF_N,B_NEC_res_IGRF_E,B_NEC_res_IGRF_C,B_NEC_res_CHAOS_N,B_NEC_res_CHAOS_E,B_NEC_res_CHAOS_C
2024-05-10 00:00:00,6851292.5600000005,2.0,6.3769817,108.8614679,-11.846691766812,5.0,-80.45632792832475,A,-80.20154474717856,66.61531210166828,0.15187291224287947,-12.495392757071386,-10.608683341201527,-2.2442810907750754
2024-05-10 00:01:00,6850627.96,2.0,10.2013064,108.79206479999999,-9.68848610249188,4.966661332457681,-80.69237010811776,A,-77.97869727746365,70.06866485626483,-19.930104666699663,-9.847562195038336,-11.961446269339717,-4.604613877365409
2024-05-10 00:02:00,6849941.12,2.0,14.0261541,108.7271207,-6.122286929137772,4.933322665002689,-79.42695676650328,A,-71.3911399899589,69.19287316492921,-34.551474559912094,-6.779701376857702,-16.202914417051716,-1.6170236152920552
2024-05-10 00:03:00,6849236.45,2.0,17.8514592,108.66853289999999,-3.4985576807157486,4.89998399746037,-76.91297066296829,A,-60.20835706217258,68.93304257592138,-49.29448572475485,-5.029636868737725,-17.51658203775355,0.4079710838796018
2024-05-10 00:04:00,6848518.78,2.0,21.677149,108.61844959999999,-1.2745445313921664,4.866645329918052,-71.72821906360332,A,-45.6954601398611,68.29540675059184,-58.11220878932727,-3.8605156397316023,-16.928636583176285,2.178588537106407
2024-05-10 00:05:00,6847793.26,2.0,25.5031408,108.57937319999999,0.2772968532372033,4.833306662375733,-65.2989190976732,A,-31.528822352029238,60.80232603049399,-61.219654096155864,-3.9815439509475254,-22.13557043946571,3.8573360513692023
2024-05-10 00:06:00,6847065.3,2.0,29.3293388,108.5542979,1.9312179850385292,4.79996799492074,-55.426230194709206,A,-17.232651080252253,58.63903396229034,-57.41249638979207,-2.5736712831676414,-21.334756502338905,4.218746168837242
2024-05-10 00:07:00,6846340.59,2.0,33.155630099999996,108.5468976,4.018091684818501,4.766629327378422,-50.203398082645435,A,-10.263000526760152,54.64966841879641,-53.02445250278106,-2.495165993397677,-23.31829259554138,6.371546388541901
2024-05-10 00:08:00,6845624.93,2.0,36.981879,108.56178969999999,5.111902132783143,4.733290659836103,-43.38833252182667,A,-4.17838737524653,48.81859283560971,-46.625658417659,-4.018832123714674,-24.15593244394131,8.15893900240917
2024-05-10 00:09:00,6844924.26,2.0,40.8079179,108.6049192,5.107165298417385,4.699951992293785,-39.49677675811108,A,-0.7739199893294426,39.12815167654844,-42.67023465137754,-3.806831279045582,-25.499326913095956,7.297615642979508
